"","Rho","N","P","P0","Rsq","Sure Screening Probability (Air-HOLP)","Sure Screening Probability (Ridge-HOLP)","Sure Screening Probability (SIS)","r"
"770",0.3,125,250,9,0.75,0.436,0.376,0.156,49.8607489376975
"771",0.6,125,250,9,0.75,0.324,0.29,0.068,49.4608797814424
"772",0.9,125,250,9,0.75,0.086,0.07,0.046,51.3651021754696
"773",0,250,250,9,0.75,0.964,0.894,0.878,40.1328566349893
"774",0.3,250,250,9,0.75,0.964,0.88,0.628,40.3894364965462
"775",0.6,250,250,9,0.75,0.882,0.784,0.34,39.5044497245305
"776",0.9,250,250,9,0.75,0.49,0.54,0.156,37.9708515870369
"777",0,500,250,9,0.75,1,0.998,0.992,23.8483946678608
"778",0.3,500,250,9,0.75,1,1,0.908,26.2274279795051
"779",0.6,500,250,9,0.75,0.986,0.988,0.85,24.8929260716604
"780",0.9,500,250,9,0.75,0.908,0.914,0.856,15.7042034695496
"781",0,1000,250,9,0.75,1,1,1,4.52561414616916
"782",0.3,1000,250,9,0.75,1,1,0.974,5.64803753841154
"783",0.6,1000,250,9,0.75,1,1,0.94,5.66071652245696
"784",0.9,1000,250,9,0.75,0.99,0.99,0.952,3.46337406770427
"785",0,125,1250,9,0.75,0.092,0.086,0.066,275.82739918094
"786",0.3,125,1250,9,0.75,0.03,0.024,0.004,283.81348835253
"787",0.6,125,1250,9,0.75,0.012,0.01,0.006,298.335755676923
"788",0.9,125,1250,9,0.75,0.018,0.02,0.012,275.120814548578
"789",0,250,1250,9,0.75,0.694,0.68,0.616,228.378711548849
"790",0.3,250,1250,9,0.75,0.616,0.596,0.334,252.131586125267
"791",0.6,250,1250,9,0.75,0.298,0.308,0.136,266.507254325308
"792",0.9,250,1250,9,0.75,0.088,0.088,0.082,257.148358396129
"793",0,500,1250,9,0.75,0.986,0.976,0.966,227.199031688677
"794",0.3,500,1250,9,0.75,0.964,0.954,0.632,249.452578970133
"795",0.6,500,1250,9,0.75,0.83,0.794,0.276,250.042627477916
"796",0.9,500,1250,9,0.75,0.2,0.23,0.178,254.867744707822
"797",0,1000,1250,9,0.75,1,0.976,0.998,215.646570140416
"798",0.3,1000,1250,9,0.75,0.996,0.956,0.736,222.527694273078
"799",0.6,1000,1250,9,0.75,0.978,0.914,0.36,237.213627025901
"800",0.9,1000,1250,9,0.75,0.668,0.66,0.204,232.841910168897
"801",0,125,5000,9,0.75,0.006,0.006,0.004,1176.090549226
"802",0.3,125,5000,9,0.75,0,0,0,1193.65158869039
"803",0.6,125,5000,9,0.75,0,0,0,1181.85120707201
"804",0.9,125,5000,9,0.75,0,0,0,1056.16484735143
"805",0,250,5000,9,0.75,0.432,0.434,0.402,952.35183698509
"806",0.3,250,5000,9,0.75,0.312,0.308,0.192,985.234102014414
"807",0.6,250,5000,9,0.75,0.108,0.11,0.086,1049.81584593215
"808",0.9,250,5000,9,0.75,0.066,0.066,0.058,984.468094202994
"809",0,500,5000,9,0.75,0.9,0.902,0.884,902.231089077005
"810",0.3,500,5000,9,0.75,0.824,0.812,0.466,971.671507704501
"811",0.6,500,5000,9,0.75,0.45,0.458,0.196,1005.8250648571
"812",0.9,500,5000,9,0.75,0.094,0.096,0.106,1085.76330966655
"813",0,1000,5000,9,0.75,0.988,0.988,0.984,979.367611055414
"814",0.3,1000,5000,9,0.75,0.978,0.978,0.62,1031.92849621269
"815",0.6,1000,5000,9,0.75,0.89,0.89,0.302,1015.48171229875
"816",0.9,1000,5000,9,0.75,0.162,0.164,0.162,1098.67667778349
"817",0,125,15000,9,0.75,0,0,0,3446.79690316833
"818",0.3,125,15000,9,0.75,0,0,0,3434.49783946946
"819",0.6,125,15000,9,0.75,0,0,0,3277.41165087596
"820",0.9,125,15000,9,0.75,0,0,0,3091.40593831986
"821",0,250,15000,9,0.75,0.188,0.186,0.182,2864.22051329727
"822",0.3,250,15000,9,0.75,0.112,0.114,0.062,2928.49759092126
"823",0.6,250,15000,9,0.75,0.054,0.056,0.04,3061.44438684953
"824",0.9,250,15000,9,0.75,0.044,0.046,0.038,2838.60534251083
"825",0,500,15000,9,0.75,0.77,0.776,0.764,2647.9068055482
"826",0.3,500,15000,9,0.75,0.71,0.714,0.376,2746.12814488866
"827",0.6,500,15000,9,0.75,0.318,0.324,0.162,2930.97403595722
"828",0.9,500,15000,9,0.75,0.1,0.1,0.1,2978.10488786423
"829",0,1000,15000,9,0.75,0.994,0.994,0.99,2665.14981012096
"830",0.3,1000,15000,9,0.75,0.94,0.94,0.53,2951.21523860617
"831",0.6,1000,15000,9,0.75,0.686,0.692,0.246,2978.34870792509
"832",0.9,1000,15000,9,0.75,0.126,0.126,0.148,3148.52865919747
"833",0,125,250,12,0.75,0.172,0.152,0.04,51.5561409444865
"834",0.3,125,250,12,0.75,0.13,0.104,0.01,55.6751871204808
"835",0.6,125,250,12,0.75,0.046,0.036,0.004,57.8718586939286
"836",0.9,125,250,12,0.75,0.012,0.012,0.004,57.2641506605066
"837",0,250,250,12,0.75,0.908,0.79,0.706,39.6869931034423
"838",0.3,250,250,12,0.75,0.888,0.73,0.378,41.1967058735039
"839",0.6,250,250,12,0.75,0.712,0.564,0.124,42.4219747204734
"840",0.9,250,250,12,0.75,0.302,0.286,0.046,39.840583382327
"841",0,500,250,12,0.75,0.994,0.99,0.978,24.2244841035842
"842",0.3,500,250,12,0.75,0.994,0.99,0.788,26.3932183055254
"843",0.6,500,250,12,0.75,0.966,0.956,0.696,25.5072675878785
"844",0.9,500,250,12,0.75,0.84,0.86,0.76,16.5285305718887
"845",0,1000,250,12,0.75,1,1,1,5.02498886927392
"846",0.3,1000,250,12,0.75,1,1,0.922,6.45127378673213
"847",0.6,1000,250,12,0.75,0.998,0.998,0.904,5.75670358684096
"848",0.9,1000,250,12,0.75,0.974,0.974,0.952,3.57976436333078
"849",0,125,1250,12,0.75,0.004,0.002,0,327.625780281222
"850",0.3,125,1250,12,0.75,0,0,0,342.317503846281
"851",0.6,125,1250,12,0.75,0,0,0,337.313420886943
"852",0.9,125,1250,12,0.75,0,0,0,305.49437774694
"853",0,250,1250,12,0.75,0.374,0.346,0.26,255.619852204863
"854",0.3,250,1250,12,0.75,0.26,0.258,0.072,264.497453208756
"855",0.6,250,1250,12,0.75,0.094,0.086,0.022,282.215235254472
"856",0.9,250,1250,12,0.75,0.04,0.036,0.034,286.629457112597
"857",0,500,1250,12,0.75,0.91,0.874,0.828,239.209799661707
"858",0.3,500,1250,12,0.75,0.864,0.834,0.394,250.08580763697
"859",0.6,500,1250,12,0.75,0.682,0.666,0.128,255.037139666656
"860",0.9,500,1250,12,0.75,0.066,0.068,0.062,286.151217629798
"861",0,1000,1250,12,0.75,0.994,0.93,0.984,216.463465449447
"862",0.3,1000,1250,12,0.75,0.992,0.922,0.54,241.561573028591
"863",0.6,1000,1250,12,0.75,0.938,0.808,0.238,246.279424501549
"864",0.9,1000,1250,12,0.75,0.484,0.51,0.1,242.0349303604
"865",0,125,5000,12,0.75,0,0,0,1368.15908164151
"866",0.3,125,5000,12,0.75,0,0,0,1342.2378592976
"867",0.6,125,5000,12,0.75,0,0,0,1314.55499070324
"868",0.9,125,5000,12,0.75,0,0,0,1204.07743138529
"869",0,250,5000,12,0.75,0.084,0.08,0.078,1044.14144670434
"870",0.3,250,5000,12,0.75,0.046,0.042,0.014,1141.8041003015
"871",0.6,250,5000,12,0.75,0.012,0.012,0.008,1166.54946503417
"872",0.9,250,5000,12,0.75,0.008,0.006,0.006,1105.48679742684
"873",0,500,5000,12,0.75,0.69,0.688,0.638,981.147913979486
"874",0.3,500,5000,12,0.75,0.572,0.566,0.206,1008.8572907313
"875",0.6,500,5000,12,0.75,0.206,0.204,0.06,1090.34486711174
"876",0.9,500,5000,12,0.75,0.042,0.038,0.05,1053.55403927088
"877",0,1000,5000,12,0.75,0.958,0.958,0.944,979.941372528974
"878",0.3,1000,5000,12,0.75,0.936,0.924,0.444,984.146773984494
"879",0.6,1000,5000,12,0.75,0.682,0.684,0.164,1106.0765896654
"880",0.9,1000,5000,12,0.75,0.08,0.08,0.086,1115.85111140324
"881",0,125,15000,12,0.75,0,0,0,3840.47544341848
"882",0.3,125,15000,12,0.75,0,0,0,3776.32662770382
"883",0.6,125,15000,12,0.75,0,0,0,3584.91646070572
"884",0.9,125,15000,12,0.75,0,0,0,3336.14245372496
"885",0,250,15000,12,0.75,0.01,0.012,0.012,3217.34849434366
"886",0.3,250,15000,12,0.75,0.002,0.002,0,3391.64190836042
"887",0.6,250,15000,12,0.75,0.002,0.002,0.004,3408.20386469927
"888",0.9,250,15000,12,0.75,0.004,0.004,0.004,3110.71126298883
"889",0,500,15000,12,0.75,0.52,0.53,0.492,2733.24751702348
"890",0.3,500,15000,12,0.75,0.354,0.35,0.118,2909.73364884332
"891",0.6,500,15000,12,0.75,0.102,0.1,0.048,3158.02664551249
"892",0.9,500,15000,12,0.75,0.036,0.036,0.034,2957.9528299198
"893",0,1000,15000,12,0.75,0.916,0.918,0.902,2795.49856780042
"894",0.3,1000,15000,12,0.75,0.816,0.818,0.33,2993.67024827608
"895",0.6,1000,15000,12,0.75,0.452,0.456,0.156,3030.26803694552
"896",0.9,1000,15000,12,0.75,0.074,0.074,0.08,3302.03849787619
"897",0,125,250,15,0.75,0.032,0.026,0.002,57.2492116880903
"898",0.3,125,250,15,0.75,0.02,0.016,0,62.9187028628308
"899",0.6,125,250,15,0.75,0.006,0.006,0,61.3417350862349
"900",0.9,125,250,15,0.75,0,0,0,60.7289612963769
"901",0,250,250,15,0.75,0.798,0.596,0.4,41.0106677727702
"902",0.3,250,250,15,0.75,0.712,0.51,0.142,44.1606760234758
"903",0.6,250,250,15,0.75,0.512,0.322,0.054,46.1343651773132
"904",0.9,250,250,15,0.75,0.146,0.152,0.012,43.6422852838255
"905",0,500,250,15,0.75,0.986,0.984,0.902,24.9587900630879
"906",0.3,500,250,15,0.75,0.968,0.946,0.62,27.4863027219674
"907",0.6,500,250,15,0.75,0.922,0.904,0.56,27.4046297582327
"908",0.9,500,250,15,0.75,0.684,0.706,0.628,17.6144496083259
"909",0,1000,250,15,0.75,1,1,0.992,5.08035636742004
"910",0.3,1000,250,15,0.75,1,1,0.866,6.62080551813803
"911",0.6,1000,250,15,0.75,1,1,0.884,6.40302897599929
"912",0.9,1000,250,15,0.75,0.962,0.958,0.914,3.72949013520603
"913",0,125,1250,15,0.75,0,0,0,375.186553978052
"914",0.3,125,1250,15,0.75,0,0,0,371.14342946454
"915",0.6,125,1250,15,0.75,0,0,0,366.265124986208
"916",0.9,125,1250,15,0.75,0,0,0,345.558379695683
"917",0,250,1250,15,0.75,0.104,0.104,0.048,270.208446321295
"918",0.3,250,1250,15,0.75,0.054,0.052,0.018,295.159761383384
"919",0.6,250,1250,15,0.75,0.02,0.022,0.004,309.371068798558
"920",0.9,250,1250,15,0.75,0.008,0.006,0.002,304.695385441185
"921",0,500,1250,15,0.75,0.784,0.736,0.642,242.016675472624
"922",0.3,500,1250,15,0.75,0.718,0.642,0.226,260.3350662498
"923",0.6,500,1250,15,0.75,0.434,0.426,0.052,274.790854030534
"924",0.9,500,1250,15,0.75,0.032,0.036,0.016,287.867864068436
"925",0,1000,1250,15,0.75,0.982,0.908,0.954,225.669271370285
"926",0.3,1000,1250,15,0.75,0.976,0.844,0.43,234.135495780881
"927",0.6,1000,1250,15,0.75,0.89,0.738,0.152,242.174070175285
"928",0.9,1000,1250,15,0.75,0.336,0.382,0.026,253.171760015946
"929",0,125,5000,15,0.75,0,0,0,1454.23156530316
"930",0.3,125,5000,15,0.75,0,0,0,1447.94740286336
"931",0.6,125,5000,15,0.75,0,0,0,1405.47616305637
"932",0.9,125,5000,15,0.75,0,0,0,1300.86638706967
"933",0,250,5000,15,0.75,0.006,0.006,0.004,1194.8377158163
"934",0.3,250,5000,15,0.75,0.01,0.006,0,1233.43291459891
"935",0.6,250,5000,15,0.75,0.002,0.002,0,1323.75896748904
"936",0.9,250,5000,15,0.75,0,0,0,1188.20340129254
"937",0,500,5000,15,0.75,0.36,0.366,0.312,995.955210872275
"938",0.3,500,5000,15,0.75,0.306,0.3,0.106,1039.89856392854
"939",0.6,500,5000,15,0.75,0.058,0.054,0.018,1179.46581861319
"940",0.9,500,5000,15,0.75,0.016,0.016,0.01,1164.60783340593
"941",0,1000,5000,15,0.75,0.914,0.902,0.872,937.689467505801
"942",0.3,1000,5000,15,0.75,0.83,0.82,0.302,1044.22242476581
"943",0.6,1000,5000,15,0.75,0.5,0.504,0.08,1121.81153763038
"944",0.9,1000,5000,15,0.75,0.058,0.06,0.056,1174.5593192133
"945",0,125,15000,15,0.75,0,0,0,4046.30091027941
"946",0.3,125,15000,15,0.75,0,0,0,3928.24033198125
"947",0.6,125,15000,15,0.75,0,0,0,3775.03868944009
"948",0.9,125,15000,15,0.75,0,0,0,3498.6647931775
"949",0,250,15000,15,0.75,0,0,0,3677.03355023474
"950",0.3,250,15000,15,0.75,0,0,0,3703.1070394595
"951",0.6,250,15000,15,0.75,0,0,0,3734.02059478852
"952",0.9,250,15000,15,0.75,0,0,0,3424.49052596941
"953",0,500,15000,15,0.75,0.198,0.2,0.198,2824.56501426364
"954",0.3,500,15000,15,0.75,0.096,0.096,0.026,3090.0232906989
"955",0.6,500,15000,15,0.75,0.032,0.028,0.012,3411.93135392366
"956",0.9,500,15000,15,0.75,0.014,0.016,0.008,3270.93740589502
"957",0,1000,15000,15,0.75,0.796,0.784,0.782,2771.46332496823
"958",0.3,1000,15000,15,0.75,0.642,0.652,0.238,3040.66358199111
"959",0.6,1000,15000,15,0.75,0.222,0.23,0.042,3297.31308193906
"960",0.9,1000,15000,15,0.75,0.042,0.042,0.046,3433.72468545613
"961",0,125,250,3,0.9,1,1,1,18.8805836311515
"962",0.3,125,250,3,0.9,1,1,0.982,18.8799995408449
"963",0.6,125,250,3,0.9,1,1,0.864,19.8982797388141
"964",0.9,125,250,3,0.9,0.758,0.77,0.658,65.9583726538063
"965",0,250,250,3,0.9,1,1,1,18.0124154455022
"966",0.3,250,250,3,0.9,1,1,0.996,18.1039888607319
"967",0.6,250,250,3,0.9,1,1,0.922,17.0601779590268
"968",0.9,250,250,3,0.9,0.988,0.994,0.74,15.6981935666748
"969",0,500,250,3,0.9,1,1,1,9.99420799267384
"970",0.3,500,250,3,0.9,1,1,0.998,10.5785328775078
"971",0.6,500,250,3,0.9,1,1,0.99,10.1103684400032
"972",0.9,500,250,3,0.9,1,1,0.978,7.19118089113866
"973",0,1000,250,3,0.9,1,1,1,1.75909253207653
"974",0.3,1000,250,3,0.9,1,1,1,2.1384119438713
"975",0.6,1000,250,3,0.9,1,1,0.994,2.12304386736267
"976",0.9,1000,250,3,0.9,1,1,0.996,2.0390876766828
"977",0,125,1250,3,0.9,0.994,0.994,0.992,92.5351804710188
"978",0.3,125,1250,3,0.9,0.986,0.986,0.974,91.9679855760371
"979",0.6,125,1250,3,0.9,0.902,0.904,0.784,98.2152758069332
"980",0.9,125,1250,3,0.9,0.488,0.486,0.57,148.284798857242
"981",0,250,1250,3,0.9,1,1,1,98.224342048399
"982",0.3,250,1250,3,0.9,1,1,0.978,101.26642381923
"983",0.6,250,1250,3,0.9,0.994,0.996,0.846,100.736942664766
"984",0.9,250,1250,3,0.9,0.564,0.568,0.646,122.474891731306
"985",0,500,1250,3,0.9,1,1,1,103.594245686331
"986",0.3,500,1250,3,0.9,1,1,0.994,102.373749845876
"987",0.6,500,1250,3,0.9,1,1,0.856,105.07754404216
"988",0.9,500,1250,3,0.9,0.926,0.95,0.646,114.78299377003
"989",0,1000,1250,3,0.9,1,1,1,100.367090854032
"990",0.3,1000,1250,3,0.9,1,1,0.982,102.754568960762
"991",0.6,1000,1250,3,0.9,1,1,0.852,97.6436265861663
"992",0.9,1000,1250,3,0.9,1,0.996,0.71,98.089509473416
"993",0,125,5000,3,0.9,0.96,0.96,0.964,372.620583186176
"994",0.3,125,5000,3,0.9,0.956,0.956,0.898,358.507968085165
"995",0.6,125,5000,3,0.9,0.758,0.762,0.718,423.231126041583
"996",0.9,125,5000,3,0.9,0.514,0.514,0.556,461.932432412663
"997",0,250,5000,3,0.9,1,1,1,371.934502761331
"998",0.3,250,5000,3,0.9,0.996,0.996,0.954,374.306350695207
"999",0.6,250,5000,3,0.9,0.958,0.958,0.816,366.05519808139
"1000",0.9,250,5000,3,0.9,0.508,0.508,0.594,503.908160894679
"1001",0,500,5000,3,0.9,1,1,1,400.4391326591
"1002",0.3,500,5000,3,0.9,1,1,0.972,397.518815420332
"1003",0.6,500,5000,3,0.9,0.998,0.998,0.806,403.781809137461
"1004",0.9,500,5000,3,0.9,0.574,0.578,0.614,513.17850717215
"1005",0,1000,5000,3,0.9,1,1,1,407.776106633017
"1006",0.3,1000,5000,3,0.9,1,1,0.966,410.907265767958
"1007",0.6,1000,5000,3,0.9,1,1,0.842,397.557890662641
"1008",0.9,1000,5000,3,0.9,0.864,0.872,0.692,486.249272202893
"1009",0,125,15000,3,0.9,0.958,0.956,0.956,1073.197160078
"1010",0.3,125,15000,3,0.9,0.928,0.926,0.856,1058.08010922194
"1011",0.6,125,15000,3,0.9,0.686,0.686,0.68,1286.85701003249
"1012",0.9,125,15000,3,0.9,0.512,0.512,0.538,1334.68604132075
"1013",0,250,15000,3,0.9,1,1,1,1101.95704592426
"1014",0.3,250,15000,3,0.9,0.998,0.998,0.936,1094.36892101096
"1015",0.6,250,15000,3,0.9,0.868,0.866,0.776,1134.53034140899
"1016",0.9,250,15000,3,0.9,0.532,0.532,0.59,1369.83401351778
"1017",0,500,15000,3,0.9,1,1,1,1157.06082883699
"1018",0.3,500,15000,3,0.9,1,1,0.974,1135.78101329096
"1019",0.6,500,15000,3,0.9,0.992,0.992,0.802,1155.0081017754
"1020",0.9,500,15000,3,0.9,0.49,0.49,0.626,1580.17767589177
"1021",0,1000,15000,3,0.9,1,1,1,1173.38546804137
"1022",0.3,1000,15000,3,0.9,1,1,0.97,1193.41995676795
"1023",0.6,1000,15000,3,0.9,1,1,0.802,1278.02567015801
"1024",0.9,1000,15000,3,0.9,0.662,0.66,0.674,1440.72825481639
"1025",0,125,250,6,0.9,0.99,0.984,0.898,18.6709319406834
"1026",0.3,125,250,6,0.9,0.968,0.962,0.702,19.8076009925412
"1027",0.6,125,250,6,0.9,0.898,0.896,0.45,21.7053024477302
"1028",0.9,125,250,6,0.9,0.376,0.382,0.294,47.4230664897431
"1029",0,250,250,6,0.9,1,0.996,0.996,18.0037504457667
"1030",0.3,250,250,6,0.9,1,1,0.936,18.351428244713
"1031",0.6,250,250,6,0.9,0.998,0.996,0.636,18.1787626511066
"1032",0.9,250,250,6,0.9,0.932,0.936,0.38,17.1015957047792
"1033",0,500,250,6,0.9,1,1,1,9.92489906963096
"1034",0.3,500,250,6,0.9,1,1,0.976,10.9485043676025
"1035",0.6,500,250,6,0.9,1,1,0.928,10.410453179405
"1036",0.9,500,250,6,0.9,0.994,0.994,0.944,7.60916686757292
"1037",0,1000,250,6,0.9,1,1,1,1.70139642321798
"1038",0.3,1000,250,6,0.9,1,1,0.992,2.24415641690985
"1039",0.6,1000,250,6,0.9,1,1,0.982,2.23018975126375
"1040",0.9,1000,250,6,0.9,1,1,0.966,1.82587290652525
"1041",0,125,1250,6,0.9,0.67,0.672,0.626,117.769294652769
"1042",0.3,125,1250,6,0.9,0.628,0.626,0.446,116.690700922928
"1043",0.6,125,1250,6,0.9,0.368,0.364,0.288,129.905699676266
"1044",0.9,125,1250,6,0.9,0.196,0.196,0.212,137.01892430083
"1045",0,250,1250,6,0.9,0.99,0.99,0.968,98.9738172126559
"1046",0.3,250,1250,6,0.9,0.972,0.972,0.738,102.770800463414
"1047",0.6,250,1250,6,0.9,0.856,0.848,0.488,104.39567652589
"1048",0.9,250,1250,6,0.9,0.286,0.286,0.348,128.572780718489
"1049",0,500,1250,6,0.9,1,1,1,102.445714967831
"1050",0.3,500,1250,6,0.9,1,1,0.854,108.776445143745
"1051",0.6,500,1250,6,0.9,0.996,0.996,0.518,110.138513515032
"1052",0.9,500,1250,6,0.9,0.562,0.596,0.36,117.095941105185
"1053",0,1000,1250,6,0.9,1,1,1,100.922843992452
"1054",0.3,1000,1250,6,0.9,1,1,0.856,102.152405905021
"1055",0.6,1000,1250,6,0.9,1,0.996,0.526,105.570603534914
"1056",0.9,1000,1250,6,0.9,0.974,0.97,0.342,104.70224400927
"1057",0,125,5000,6,0.9,0.424,0.422,0.42,552.948197169793
"1058",0.3,125,5000,6,0.9,0.352,0.354,0.226,561.528641881379
"1059",0.6,125,5000,6,0.9,0.15,0.152,0.15,655.348322190962
"1060",0.9,125,5000,6,0.9,0.116,0.116,0.118,534.226645955731
"1061",0,250,5000,6,0.9,0.934,0.936,0.924,404.071314934669
"1062",0.3,250,5000,6,0.9,0.864,0.866,0.64,410.837214640378
"1063",0.6,250,5000,6,0.9,0.564,0.564,0.368,482.924088507153
"1064",0.9,250,5000,6,0.9,0.254,0.254,0.268,522.56660412204
"1065",0,500,5000,6,0.9,0.992,0.994,0.988,386.767608479137
"1066",0.3,500,5000,6,0.9,0.98,0.98,0.778,420.507455590608
"1067",0.6,500,5000,6,0.9,0.902,0.904,0.48,430.561842650083
"1068",0.9,500,5000,6,0.9,0.262,0.262,0.318,507.740234625982
"1069",0,1000,5000,6,0.9,1,1,1,425.362602111665
"1070",0.3,1000,5000,6,0.9,1,1,0.83,414.530534482148
"1071",0.6,1000,5000,6,0.9,0.996,0.996,0.54,439.359553400713
"1072",0.9,1000,5000,6,0.9,0.424,0.44,0.336,520.767959077464
"1073",0,125,15000,6,0.9,0.23,0.228,0.216,1877.721323367
"1074",0.3,125,15000,6,0.9,0.162,0.16,0.128,1870.07940133262
"1075",0.6,125,15000,6,0.9,0.09,0.09,0.08,1994.53716732771
"1076",0.9,125,15000,6,0.9,0.058,0.058,0.064,1665.52277998435
"1077",0,250,15000,6,0.9,0.834,0.832,0.834,1192.48340080994
"1078",0.3,250,15000,6,0.9,0.788,0.784,0.59,1234.46040562472
"1079",0.6,250,15000,6,0.9,0.394,0.392,0.302,1504.73602994845
"1080",0.9,250,15000,6,0.9,0.228,0.228,0.244,1429.42497627324
"1081",0,500,15000,6,0.9,0.994,0.994,0.992,1169.00728999289
"1082",0.3,500,15000,6,0.9,0.976,0.976,0.742,1161.0338770687
"1083",0.6,500,15000,6,0.9,0.75,0.752,0.434,1291.58642998637
"1084",0.9,500,15000,6,0.9,0.278,0.278,0.308,1528.01111037904
"1085",0,1000,15000,6,0.9,1,1,1,1195.78141168084
"1086",0.3,1000,15000,6,0.9,1,1,0.78,1196.67741365273
"1087",0.6,1000,15000,6,0.9,0.936,0.936,0.49,1297.60110390482
"1088",0.9,1000,15000,6,0.9,0.282,0.284,0.32,1593.11021952482
"1089",0,125,250,9,0.9,0.792,0.786,0.432,20.5016543056778
"1090",0.3,125,250,9,0.9,0.764,0.746,0.246,22.8418292986
"1091",0.6,125,250,9,0.9,0.592,0.598,0.114,24.0540508636444
"1092",0.9,125,250,9,0.9,0.136,0.138,0.078,71.8727504753139
"1093",0,250,250,9,0.9,0.998,0.998,0.948,18.7908871679927
"1094",0.3,250,250,9,0.9,0.998,1,0.684,19.064632184696
"1095",0.6,250,250,9,0.9,0.986,0.98,0.378,19.1132353165041
"1096",0.9,250,250,9,0.9,0.792,0.794,0.162,18.4822404843729
"1097",0,500,250,9,0.9,1,1,0.998,10.2629782958143
"1098",0.3,500,250,9,0.9,1,1,0.92,11.5209474303122
"1099",0.6,500,250,9,0.9,1,0.998,0.87,11.4066342940338
"1100",0.9,500,250,9,0.9,0.98,0.978,0.89,8.22266006701896
"1101",0,1000,250,9,0.9,1,1,1,1.69077926722448
"1102",0.3,1000,250,9,0.9,1,1,0.97,2.18157685406287
"1103",0.6,1000,250,9,0.9,1,1,0.95,2.30363743902565
"1104",0.9,1000,250,9,0.9,0.998,0.998,0.954,1.89153374481027
"1105",0,125,1250,9,0.9,0.2,0.194,0.134,160.31905588865
"1106",0.3,125,1250,9,0.9,0.122,0.122,0.03,164.992286928088
"1107",0.6,125,1250,9,0.9,0.034,0.034,0.012,189.163320806646
"1108",0.9,125,1250,9,0.9,0.032,0.032,0.016,161.217346077787
"1109",0,250,1250,9,0.9,0.876,0.876,0.766,98.7476244756998
"1110",0.3,250,1250,9,0.9,0.82,0.818,0.432,114.482006712226
"1111",0.6,250,1250,9,0.9,0.5,0.492,0.168,129.756556763512
"1112",0.9,250,1250,9,0.9,0.094,0.092,0.096,136.148443346046
"1113",0,500,1250,9,0.9,0.998,0.998,0.99,98.4209386830738
"1114",0.3,500,1250,9,0.9,0.996,0.994,0.662,112.304692098291
"1115",0.6,500,1250,9,0.9,0.942,0.94,0.304,115.444843465056
"1116",0.9,500,1250,9,0.9,0.276,0.298,0.18,128.951023670118
"1117",0,1000,1250,9,0.9,1,1,1,96.9161530673969
"1118",0.3,1000,1250,9,0.9,1,1,0.742,102.105641079983
"1119",0.6,1000,1250,9,0.9,0.998,0.986,0.374,112.961665584824
"1120",0.9,1000,1250,9,0.9,0.88,0.896,0.204,112.727584842726
"1121",0,125,5000,9,0.9,0.018,0.018,0.018,826.968439846288
"1122",0.3,125,5000,9,0.9,0.006,0.004,0,859.214911009907
"1123",0.6,125,5000,9,0.9,0.002,0.002,0.006,869.172365250484
"1124",0.9,125,5000,9,0.9,0.004,0.004,0.002,717.022150179892
"1125",0,250,5000,9,0.9,0.616,0.614,0.582,459.970737562696
"1126",0.3,250,5000,9,0.9,0.52,0.518,0.292,481.965942100299
"1127",0.6,250,5000,9,0.9,0.188,0.19,0.118,575.316104653253
"1128",0.9,250,5000,9,0.9,0.086,0.084,0.09,549.707393829305
"1129",0,500,5000,9,0.9,0.948,0.948,0.938,389.828462451776
"1130",0.3,500,5000,9,0.9,0.916,0.918,0.536,436.401739539671
"1131",0.6,500,5000,9,0.9,0.606,0.61,0.216,472.581150682208
"1132",0.9,500,5000,9,0.9,0.1,0.1,0.108,582.72847049206
"1133",0,1000,5000,9,0.9,1,1,0.996,423.482704730325
"1134",0.3,1000,5000,9,0.9,0.994,0.994,0.64,460.214715414715
"1135",0.6,1000,5000,9,0.9,0.962,0.96,0.314,461.689303614704
"1136",0.9,1000,5000,9,0.9,0.184,0.19,0.168,560.715978827428
"1137",0,125,15000,9,0.9,0.004,0.004,0.004,2751.26955036822
"1138",0.3,125,15000,9,0.9,0.002,0.002,0.002,2739.58388044692
"1139",0.6,125,15000,9,0.9,0,0,0,2647.93354646316
"1140",0.9,125,15000,9,0.9,0,0,0,2314.83693460522
"1141",0,250,15000,9,0.9,0.33,0.332,0.334,1552.20848212071
"1142",0.3,250,15000,9,0.9,0.262,0.254,0.126,1619.44822006535
"1143",0.6,250,15000,9,0.9,0.104,0.104,0.094,1878.06421727015
"1144",0.9,250,15000,9,0.9,0.056,0.054,0.058,1667.13045850519
"1145",0,500,15000,9,0.9,0.896,0.896,0.89,1180.23304626029
"1146",0.3,500,15000,9,0.9,0.858,0.86,0.446,1272.35585520563
"1147",0.6,500,15000,9,0.9,0.418,0.422,0.19,1483.21273441514
"1148",0.9,500,15000,9,0.9,0.114,0.116,0.114,1614.29739508473
"1149",0,1000,15000,9,0.9,1,1,1,1151.47261287992
"1150",0.3,1000,15000,9,0.9,0.984,0.984,0.576,1323.27080551355
"1151",0.6,1000,15000,9,0.9,0.786,0.786,0.272,1394.11853999316
"1152",0.9,1000,15000,9,0.9,0.128,0.128,0.156,1668.37800714328
"1153",0,125,250,12,0.9,0.466,0.452,0.108,23.7416098645363
"1154",0.3,125,250,12,0.9,0.426,0.404,0.032,26.2499750949662
"1155",0.6,125,250,12,0.9,0.228,0.216,0.012,29.1083575552844
