"","Rho","N","P","P0","Rsq","Sure.Screening.Probability..Air.HOLP.","Sure.Screening.Probability..Ridge.HOLP.","Sure.Screening.Probability..SIS.","r"
"785",0,125,1250,9,0.75,0.072,0.074,0.054,295.439136521334
"786",0.3,125,1250,9,0.75,0.022,0.028,0.002,251.482935303796
"787",0.6,125,1250,9,0.75,0.04,0.03,0,170.911646082105
"788",0.9,125,1250,9,0.75,0.004,0.006,0,49.9047921245469
"789",0,250,1250,9,0.75,0.708,0.688,0.638,249.258783423106
"790",0.3,250,1250,9,0.75,0.598,0.578,0.044,224.44720518203
"791",0.6,250,1250,9,0.75,0.436,0.386,0.016,163.902089823973
"792",0.9,250,1250,9,0.75,0.166,0.158,0,55.3774036818396
"793",0,500,1250,9,0.75,0.99,0.984,0.968,248.819326106774
"794",0.3,500,1250,9,0.75,0.972,0.964,0.098,227.825867783875
"795",0.6,500,1250,9,0.75,0.824,0.746,0.026,170.346248275562
"796",0.9,500,1250,9,0.75,0.48,0.442,0.004,60.1068946072932
"797",0,1000,1250,9,0.75,1,0.992,1,239.23333023659
"798",0.3,1000,1250,9,0.75,0.998,0.964,0.13,218.278656402607
"799",0.6,1000,1250,9,0.75,0.982,0.834,0.048,160.51830416363
"800",0.9,1000,1250,9,0.75,0.708,0.582,0.004,60.3056017553921
"801",0,125,5000,9,0.75,0.006,0.006,0,1221.66412697052
"802",0.3,125,5000,9,0.75,0.002,0.002,0,995.011521024232
"803",0.6,125,5000,9,0.75,0,0,0,630.735568032836
"804",0.9,125,5000,9,0.75,0,0,0,173.401500394996
"805",0,250,5000,9,0.75,0.43,0.424,0.4,992.74964690435
"806",0.3,250,5000,9,0.75,0.296,0.284,0.036,873.735190413231
"807",0.6,250,5000,9,0.75,0.208,0.202,0.006,602.737402269836
"808",0.9,250,5000,9,0.75,0.08,0.078,0.006,194.828735411851
"809",0,500,5000,9,0.75,0.912,0.904,0.894,987.846507025016
"810",0.3,500,5000,9,0.75,0.828,0.814,0.062,910.90058780354
"811",0.6,500,5000,9,0.75,0.67,0.65,0.018,651.497567539784
"812",0.9,500,5000,9,0.75,0.364,0.348,0,222.191511481115
"813",0,1000,5000,9,0.75,0.996,0.994,0.996,1038.96092250101
"814",0.3,1000,5000,9,0.75,0.99,0.988,0.114,949.614359869656
"815",0.6,1000,5000,9,0.75,0.914,0.898,0.024,712.04255667034
"816",0.9,1000,5000,9,0.75,0.578,0.55,0.004,254.964122938813
"817",0,125,15000,9,0.75,0,0,0,3584.96323764293
"818",0.3,125,15000,9,0.75,0,0,0,2787.43362389443
"819",0.6,125,15000,9,0.75,0,0,0,1711.69843497734
"820",0.9,125,15000,9,0.75,0,0,0,456.717541615539
"821",0,250,15000,9,0.75,0.17,0.172,0.152,2985.42749318158
"822",0.3,250,15000,9,0.75,0.12,0.12,0.006,2617.3710445269
"823",0.6,250,15000,9,0.75,0.072,0.068,0.002,1719.89466849784
"824",0.9,250,15000,9,0.75,0.026,0.026,0,523.710361525324
"825",0,500,15000,9,0.75,0.816,0.818,0.794,2836.52552033167
"826",0.3,500,15000,9,0.75,0.702,0.698,0.058,2509.82170534405
"827",0.6,500,15000,9,0.75,0.566,0.574,0.012,1776.94608113406
"828",0.9,500,15000,9,0.75,0.238,0.232,0.006,593.661830844425
"829",0,1000,15000,9,0.75,0.978,0.978,0.976,2996.28559907852
"830",0.3,1000,15000,9,0.75,0.974,0.968,0.082,2694.05304834204
"831",0.6,1000,15000,9,0.75,0.868,0.864,0.026,1990.05740350452
"832",0.9,1000,15000,9,0.75,0.544,0.524,0.004,674.873541543478
"833",0,125,250,12,0.75,0.156,0.11,0.058,54.9164481350232
"834",0.3,125,250,12,0.75,0.08,0.058,0,49.5694350124336
"835",0.6,125,250,12,0.75,0.066,0.056,0,32.854389230686
"836",0.9,125,250,12,0.75,0.026,0.02,0,10.4125708952318
"837",0,250,250,12,0.75,0.916,0.732,0.644,42.4300197155434
"838",0.3,250,250,12,0.75,0.794,0.558,0.05,38.7032831884205
"839",0.6,250,250,12,0.75,0.52,0.414,0.01,28.7547639486159
"840",0.9,250,250,12,0.75,0.256,0.268,0,9.59815614271243
"841",0,500,250,12,0.75,1,1,0.984,26.1060867201331
"842",0.3,500,250,12,0.75,0.994,0.984,0.094,24.4305432192014
"843",0.6,500,250,12,0.75,0.89,0.852,0.026,19.2095824875602
"844",0.9,500,250,12,0.75,0.51,0.518,0.008,7.14317623710709
"845",0,1000,250,12,0.75,1,1,1,5.02585202565712
"846",0.3,1000,250,12,0.75,1,1,0.12,5.2846558027938
"847",0.6,1000,250,12,0.75,0.992,0.992,0.022,4.43015966046013
"848",0.9,1000,250,12,0.75,0.824,0.836,0.006,2.04805659068305
"849",0,125,1250,12,0.75,0.002,0.002,0,339.226008253188
"850",0.3,125,1250,12,0.75,0,0,0,284.167865273473
"851",0.6,125,1250,12,0.75,0,0,0,182.488474914928
"852",0.9,125,1250,12,0.75,0,0,0,52.6968091367114
"853",0,250,1250,12,0.75,0.326,0.302,0.206,263.311514229168
"854",0.3,250,1250,12,0.75,0.2,0.184,0.006,244.956106134596
"855",0.6,250,1250,12,0.75,0.128,0.12,0,173.205938060402
"856",0.9,250,1250,12,0.75,0.06,0.052,0,54.4747013522547
"857",0,500,1250,12,0.75,0.93,0.9,0.838,253.174289645261
"858",0.3,500,1250,12,0.75,0.828,0.728,0.062,232.828375334464
"859",0.6,500,1250,12,0.75,0.64,0.568,0.028,171.794128270772
"860",0.9,500,1250,12,0.75,0.302,0.26,0.002,62.6318104015163
"861",0,1000,1250,12,0.75,1,0.982,0.998,240.939839439315
"862",0.3,1000,1250,12,0.75,0.996,0.892,0.084,223.146061106447
"863",0.6,1000,1250,12,0.75,0.926,0.694,0.026,167.833387462848
"864",0.9,1000,1250,12,0.75,0.584,0.474,0.006,61.4681121694922
"865",0,125,5000,12,0.75,0,0,0,1391.04155854007
"866",0.3,125,5000,12,0.75,0,0,0,1094.36378271687
"867",0.6,125,5000,12,0.75,0,0,0,670.921219280516
"868",0.9,125,5000,12,0.75,0,0,0,178.427671340721
"869",0,250,5000,12,0.75,0.054,0.052,0.05,1120.76696831828
"870",0.3,250,5000,12,0.75,0.038,0.038,0.004,974.573482199385
"871",0.6,250,5000,12,0.75,0.018,0.012,0,668.921637554101
"872",0.9,250,5000,12,0.75,0.008,0.008,0,203.816934098946
"873",0,500,5000,12,0.75,0.662,0.664,0.632,1014.8732052385
"874",0.3,500,5000,12,0.75,0.56,0.536,0.036,919.886888787156
"875",0.6,500,5000,12,0.75,0.378,0.376,0.008,675.587319683187
"876",0.9,500,5000,12,0.75,0.164,0.162,0.002,228.564487092034
"877",0,1000,5000,12,0.75,0.978,0.972,0.966,1037.21579324384
"878",0.3,1000,5000,12,0.75,0.944,0.926,0.068,970.133606796771
"879",0.6,1000,5000,12,0.75,0.8,0.772,0.02,718.537471322203
"880",0.9,1000,5000,12,0.75,0.448,0.432,0.002,256.500337537278
"881",0,125,15000,12,0.75,0,0,0,3888.11499854652
"882",0.3,125,15000,12,0.75,0,0,0,3005.22998489435
"883",0.6,125,15000,12,0.75,0,0,0,1819.22300843654
"884",0.9,125,15000,12,0.75,0,0,0,470.328308007407
"885",0,250,15000,12,0.75,0.01,0.012,0.012,3429.14927633174
"886",0.3,250,15000,12,0.75,0.002,0.002,0,2888.73214744418
"887",0.6,250,15000,12,0.75,0,0,0.002,1856.4724331796
"888",0.9,250,15000,12,0.75,0,0,0,546.344045105329
"889",0,500,15000,12,0.75,0.418,0.418,0.4,2969.7933364703
"890",0.3,500,15000,12,0.75,0.338,0.332,0.02,2652.63384337845
"891",0.6,500,15000,12,0.75,0.21,0.212,0.006,1870.58346042609
"892",0.9,500,15000,12,0.75,0.104,0.102,0.002,618.474468717091
"893",0,1000,15000,12,0.75,0.912,0.914,0.898,3023.57024855689
"894",0.3,1000,15000,12,0.75,0.862,0.856,0.048,2753.24323964553
"895",0.6,1000,15000,12,0.75,0.69,0.694,0.02,2024.63962212403
"896",0.9,1000,15000,12,0.75,0.338,0.326,0.004,701.302551498578
"897",0,125,250,15,0.75,0.02,0.008,0,59.9919764395033
"898",0.3,125,250,15,0.75,0.006,0.006,0,53.5739690322145
"899",0.6,125,250,15,0.75,0.002,0,0,36.1404133127094
"900",0.9,125,250,15,0.75,0.002,0.002,0,10.8549903738011
"901",0,250,250,15,0.75,0.758,0.538,0.334,43.6303203906448
"902",0.3,250,250,15,0.75,0.546,0.32,0.028,40.958085306304
"903",0.6,250,250,15,0.75,0.344,0.248,0.004,29.1769919522739
"904",0.9,250,250,15,0.75,0.162,0.162,0,10.0702898723767
"905",0,500,250,15,0.75,1,1,0.93,26.7059983143258
"906",0.3,500,250,15,0.75,0.974,0.956,0.07,25.6809315759625
"907",0.6,500,250,15,0.75,0.81,0.762,0.022,19.5844562604239
"908",0.9,500,250,15,0.75,0.408,0.42,0.006,7.2406475618702
"909",0,1000,250,15,0.75,1,1,1,5.22842951799938
"910",0.3,1000,250,15,0.75,0.998,0.998,0.088,5.47531413221641
"911",0.6,1000,250,15,0.75,0.98,0.98,0.026,4.80618920588869
"912",0.9,1000,250,15,0.75,0.742,0.762,0.004,2.06527969161881
"913",0,125,1250,15,0.75,0,0,0,379.516287270291
"914",0.3,125,1250,15,0.75,0,0,0,307.677503767108
"915",0.6,125,1250,15,0.75,0,0,0,195.259521522869
"916",0.9,125,1250,15,0.75,0,0,0,54.7087752366065
"917",0,250,1250,15,0.75,0.078,0.066,0.042,284.186660817651
"918",0.3,250,1250,15,0.75,0.05,0.044,0.002,263.627934869371
"919",0.6,250,1250,15,0.75,0.022,0.024,0,184.675334341124
"920",0.9,250,1250,15,0.75,0.012,0.008,0,56.9976385958133
"921",0,500,1250,15,0.75,0.768,0.718,0.61,257.010827834752
"922",0.3,500,1250,15,0.75,0.638,0.528,0.028,239.900569148489
"923",0.6,500,1250,15,0.75,0.448,0.358,0.014,179.581336574396
"924",0.9,500,1250,15,0.75,0.184,0.158,0,63.4874560652384
"925",0,1000,1250,15,0.75,0.996,0.934,0.97,241.467440088119
"926",0.3,1000,1250,15,0.75,0.944,0.746,0.056,231.245973578168
"927",0.6,1000,1250,15,0.75,0.86,0.608,0.012,166.654306342767
"928",0.9,1000,1250,15,0.75,0.444,0.312,0,64.4204053744763
"929",0,125,5000,15,0.75,0,0,0,1479.30484387933
"930",0.3,125,5000,15,0.75,0,0,0,1157.53417239892
"931",0.6,125,5000,15,0.75,0,0,0,704.622252894822
"932",0.9,125,5000,15,0.75,0,0,0,182.757561846475
"933",0,250,5000,15,0.75,0,0,0.002,1230.9583549759
"934",0.3,250,5000,15,0.75,0,0,0,1075.24132929299
"935",0.6,250,5000,15,0.75,0,0,0,721.162537616838
"936",0.9,250,5000,15,0.75,0,0,0,207.44647558757
"937",0,500,5000,15,0.75,0.376,0.364,0.328,1049.61484235382
"938",0.3,500,5000,15,0.75,0.23,0.222,0.01,978.244729066792
"939",0.6,500,5000,15,0.75,0.128,0.122,0,705.240628851107
"940",0.9,500,5000,15,0.75,0.064,0.058,0,236.838754782771
"941",0,1000,5000,15,0.75,0.912,0.9,0.87,1044.47773955615
"942",0.3,1000,5000,15,0.75,0.826,0.82,0.028,980.868566524599
"943",0.6,1000,5000,15,0.75,0.644,0.622,0.012,732.194974585314
"944",0.9,1000,5000,15,0.75,0.32,0.31,0.004,258.320146918103
"945",0,125,15000,15,0.75,0,0,0,4094.59200795028
"946",0.3,125,15000,15,0.75,0,0,0,3117.92747977599
"947",0.6,125,15000,15,0.75,0,0,0,1839.87898568857
"948",0.9,125,15000,15,0.75,0,0,0,474.453666202946
"949",0,250,15000,15,0.75,0,0,0,3809.97119655722
"950",0.3,250,15000,15,0.75,0,0,0,3071.14043013289
"951",0.6,250,15000,15,0.75,0,0,0,1957.57464103293
"952",0.9,250,15000,15,0.75,0,0,0,549.683319374118
"953",0,500,15000,15,0.75,0.144,0.146,0.144,3152.00890085726
"954",0.3,500,15000,15,0.75,0.08,0.08,0.002,2871.02215760051
"955",0.6,500,15000,15,0.75,0.076,0.076,0.002,1991.25707297593
"956",0.9,500,15000,15,0.75,0.018,0.018,0,628.797598042145
"957",0,1000,15000,15,0.75,0.806,0.81,0.772,3059.2150808668
"958",0.3,1000,15000,15,0.75,0.628,0.646,0.036,2898.12840000351
"959",0.6,1000,15000,15,0.75,0.442,0.436,0.012,2124.6166172377
"960",0.9,1000,15000,15,0.75,0.206,0.2,0,713.943322275154
"961",0,125,250,3,0.9,1,1,0.994,19.9908168922945
"962",0.3,125,250,3,0.9,1,1,0.556,18.8423137844258
"963",0.6,125,250,3,0.9,1,1,0.254,15.0416520497841
"964",0.9,125,250,3,0.9,0.928,0.926,0.024,6.80129919963964
"965",0,250,250,3,0.9,1,1,1,18.3216238675329
"966",0.3,250,250,3,0.9,1,1,0.642,16.9696309904324
"967",0.6,250,250,3,0.9,1,1,0.352,13.538209870892
"968",0.9,250,250,3,0.9,0.992,0.994,0.1,6.29953624318563
"969",0,500,250,3,0.9,1,1,1,10.1881433073613
"970",0.3,500,250,3,0.9,1,1,0.646,9.6070283308136
"971",0.6,500,250,3,0.9,1,1,0.346,8.45656388907078
"972",0.9,500,250,3,0.9,1,1,0.294,4.4517361962732
"973",0,1000,250,3,0.9,1,1,1,1.75683379664215
"974",0.3,1000,250,3,0.9,1,1,0.672,1.7833604282583
"975",0.6,1000,250,3,0.9,1,1,0.374,1.58345829382486
"976",0.9,1000,250,3,0.9,1,1,0.274,1.0261820573906
"977",0,125,1250,3,0.9,0.996,0.996,0.994,95.9163654766164
"978",0.3,125,1250,3,0.9,0.998,0.998,0.506,90.3914688488264
"979",0.6,125,1250,3,0.9,0.992,0.992,0.096,75.0127837242105
"980",0.9,125,1250,3,0.9,0.858,0.854,0.004,32.3238187159795
"981",0,250,1250,3,0.9,1,1,1,99.7500685149176
"982",0.3,250,1250,3,0.9,1,1,0.56,95.6591769374934
"983",0.6,250,1250,3,0.9,1,1,0.286,79.7791270923563
"984",0.9,250,1250,3,0.9,0.962,0.954,0.028,36.9619332320983
"985",0,500,1250,3,0.9,1,1,1,105.361816577897
"986",0.3,500,1250,3,0.9,1,1,0.634,99.675760708171
"987",0.6,500,1250,3,0.9,1,1,0.364,83.4360609968887
"988",0.9,500,1250,3,0.9,0.994,0.988,0.144,39.9907390575537
"989",0,1000,1250,3,0.9,1,1,1,104.639811556944
"990",0.3,1000,1250,3,0.9,1,1,0.63,98.7150400893974
"991",0.6,1000,1250,3,0.9,1,1,0.382,81.9169324222887
"992",0.9,1000,1250,3,0.9,1,1,0.258,38.5438349144101
"993",0,125,5000,3,0.9,0.986,0.986,0.986,364.980180153992
"994",0.3,125,5000,3,0.9,0.978,0.978,0.406,358.999748663499
"995",0.6,125,5000,3,0.9,0.952,0.956,0.054,283.813623109303
"996",0.9,125,5000,3,0.9,0.684,0.684,0,123.098428579711
"997",0,250,5000,3,0.9,0.996,0.996,0.996,386.790115993316
"998",0.3,250,5000,3,0.9,1,1,0.532,366.924577100614
"999",0.6,250,5000,3,0.9,0.994,0.994,0.23,309.938525751329
"1000",0.9,250,5000,3,0.9,0.942,0.934,0,136.213809578493
"1001",0,500,5000,3,0.9,1,1,1,411.614466276279
"1002",0.3,500,5000,3,0.9,1,1,0.576,389.344753096432
"1003",0.6,500,5000,3,0.9,1,1,0.336,325.059271784909
"1004",0.9,500,5000,3,0.9,0.986,0.984,0.032,149.697939422586
"1005",0,1000,5000,3,0.9,1,1,1,427.049854844631
"1006",0.3,1000,5000,3,0.9,1,1,0.686,414.978052330515
"1007",0.6,1000,5000,3,0.9,1,1,0.404,343.709343260415
"1008",0.9,1000,5000,3,0.9,1,0.998,0.174,169.364696035379
"1009",0,125,15000,3,0.9,0.958,0.958,0.954,1080.03828719594
"1010",0.3,125,15000,3,0.9,0.952,0.952,0.278,1017.14290435073
"1011",0.6,125,15000,3,0.9,0.924,0.92,0.036,831.506584269027
"1012",0.9,125,15000,3,0.9,0.662,0.662,0.004,319.405879708464
"1013",0,250,15000,3,0.9,0.998,0.998,0.998,1128.12894437884
"1014",0.3,250,15000,3,0.9,1,1,0.522,1029.40085847073
"1015",0.6,250,15000,3,0.9,0.996,0.996,0.17,841.592385661173
"1016",0.9,250,15000,3,0.9,0.918,0.918,0.006,368.735674719828
"1017",0,500,15000,3,0.9,1,1,1,1200.07994929919
"1018",0.3,500,15000,3,0.9,1,1,0.578,1128.40406225291
"1019",0.6,500,15000,3,0.9,1,1,0.298,929.917780464987
"1020",0.9,500,15000,3,0.9,0.99,0.988,0.022,403.245232964444
"1021",0,1000,15000,3,0.9,1,1,1,1251.58918781307
"1022",0.3,1000,15000,3,0.9,1,1,0.63,1204.75375691758
"1023",0.6,1000,15000,3,0.9,1,1,0.372,1050.53176362126
"1024",0.9,1000,15000,3,0.9,0.996,0.994,0.118,482.502436493749
"1025",0,125,250,6,0.9,0.97,0.97,0.878,20.248143684609
"1026",0.3,125,250,6,0.9,0.96,0.954,0.156,19.0498084480419
"1027",0.6,125,250,6,0.9,0.906,0.898,0.044,16.0577951059772
"1028",0.9,125,250,6,0.9,0.608,0.61,0.004,7.248660776264
"1029",0,250,250,6,0.9,1,1,1,18.622354470174
"1030",0.3,250,250,6,0.9,1,1,0.236,17.8065794251092
"1031",0.6,250,250,6,0.9,1,0.998,0.084,14.68110449596
"1032",0.9,250,250,6,0.9,0.856,0.856,0.014,6.4634133635007
"1033",0,500,250,6,0.9,1,1,1,10.4739867616603
"1034",0.3,500,250,6,0.9,1,1,0.3,10.0820382069683
"1035",0.6,500,250,6,0.9,1,1,0.12,9.23908444576543
"1036",0.9,500,250,6,0.9,0.984,0.984,0.016,4.53222164677066
"1037",0,1000,250,6,0.9,1,1,1,1.72341744137853
"1038",0.3,1000,250,6,0.9,1,1,0.256,1.95047549998879
"1039",0.6,1000,250,6,0.9,1,1,0.1,1.63594036138519
"1040",0.9,1000,250,6,0.9,0.998,0.998,0.092,1.07419803460411
"1041",0,125,1250,6,0.9,0.732,0.728,0.668,115.202978445583
"1042",0.3,125,1250,6,0.9,0.658,0.656,0.074,109.444486568612
"1043",0.6,125,1250,6,0.9,0.594,0.59,0.04,88.1660030203615
"1044",0.9,125,1250,6,0.9,0.32,0.31,0,36.7999179109462
"1045",0,250,1250,6,0.9,0.996,0.996,0.97,101.307834113025
"1046",0.3,250,1250,6,0.9,0.988,0.988,0.16,101.493105626562
"1047",0.6,250,1250,6,0.9,0.946,0.936,0.05,87.4867983581989
"1048",0.9,250,1250,6,0.9,0.686,0.67,0.016,38.0882110963209
"1049",0,500,1250,6,0.9,1,1,1,106.453127253687
"1050",0.3,500,1250,6,0.9,1,1,0.218,102.17502811155
"1051",0.6,500,1250,6,0.9,1,1,0.056,87.0541148566383
"1052",0.9,500,1250,6,0.9,0.92,0.888,0.006,40.7632881737411
"1053",0,1000,1250,6,0.9,1,1,1,105.094929045612
"1054",0.3,1000,1250,6,0.9,1,1,0.222,100.037696921418
"1055",0.6,1000,1250,6,0.9,1,0.998,0.088,81.8337364029657
"1056",0.9,1000,1250,6,0.9,0.988,0.948,0.006,41.2753695534035
"1057",0,125,5000,6,0.9,0.468,0.466,0.404,544.205978702558
"1058",0.3,125,5000,6,0.9,0.414,0.406,0.04,480.939320374405
"1059",0.6,125,5000,6,0.9,0.306,0.304,0.008,360.298432670749
"1060",0.9,125,5000,6,0.9,0.176,0.178,0.006,133.727116246222
"1061",0,250,5000,6,0.9,0.934,0.934,0.93,403.552895693153
"1062",0.3,250,5000,6,0.9,0.904,0.904,0.126,399.84676640733
"1063",0.6,250,5000,6,0.9,0.854,0.852,0.04,319.001246592333
"1064",0.9,250,5000,6,0.9,0.58,0.574,0.002,140.4069811247
"1065",0,500,5000,6,0.9,1,0.998,1,409.166193028479
"1066",0.3,500,5000,6,0.9,0.996,0.996,0.166,410.712711392878
"1067",0.6,500,5000,6,0.9,0.984,0.984,0.054,336.108460438741
"1068",0.9,500,5000,6,0.9,0.834,0.82,0.01,154.561420279084
"1069",0,1000,5000,6,0.9,1,1,1,427.012670976619
"1070",0.3,1000,5000,6,0.9,1,1,0.214,415.832070295856
"1071",0.6,1000,5000,6,0.9,0.998,0.998,0.074,358.303518691608
"1072",0.9,1000,5000,6,0.9,0.958,0.946,0.008,168.373021020087
"1073",0,125,15000,6,0.9,0.246,0.246,0.238,1861.33859385208
"1074",0.3,125,15000,6,0.9,0.2,0.2,0.024,1611.13026997097
"1075",0.6,125,15000,6,0.9,0.148,0.15,0.012,1150.67795001985
"1076",0.9,125,15000,6,0.9,0.088,0.088,0.002,367.977564492783
"1077",0,250,15000,6,0.9,0.822,0.822,0.816,1248.14873647028
"1078",0.3,250,15000,6,0.9,0.792,0.792,0.1,1155.29567291043
"1079",0.6,250,15000,6,0.9,0.728,0.732,0.024,931.054699182691
"1080",0.9,250,15000,6,0.9,0.464,0.472,0.008,371.713483840079
"1081",0,500,15000,6,0.9,0.988,0.988,0.986,1204.21467265803
"1082",0.3,500,15000,6,0.9,0.99,0.99,0.192,1124.8278463295
"1083",0.6,500,15000,6,0.9,0.976,0.976,0.052,1030.09299090714
"1084",0.9,500,15000,6,0.9,0.768,0.764,0.004,417.004060760361
"1085",0,1000,15000,6,0.9,1,1,1,1259.01482956424
"1086",0.3,1000,15000,6,0.9,1,1,0.186,1243.25897043028
"1087",0.6,1000,15000,6,0.9,1,1,0.076,990.119345317445
"1088",0.9,1000,15000,6,0.9,0.954,0.95,0.012,475.116585495374
"1089",0,125,250,9,0.9,0.776,0.762,0.454,21.8977927700382
"1090",0.3,125,250,9,0.9,0.702,0.678,0.038,22.0533278655428
"1091",0.6,125,250,9,0.9,0.584,0.548,0.012,18.1963918878248
"1092",0.9,125,250,9,0.9,0.27,0.276,0,7.83280980893643
"1093",0,250,250,9,0.9,1,1,0.934,19.1305513024001
"1094",0.3,250,250,9,0.9,0.998,0.996,0.114,18.4114040616469
"1095",0.6,250,250,9,0.9,0.954,0.928,0.03,15.0223234277816
"1096",0.9,250,250,9,0.9,0.688,0.7,0.012,6.62364300572439
"1097",0,500,250,9,0.9,1,1,1,10.7187601042649
"1098",0.3,500,250,9,0.9,1,1,0.142,10.431393092128
"1099",0.6,500,250,9,0.9,0.998,0.998,0.05,9.15516980480557
"1100",0.9,500,250,9,0.9,0.922,0.924,0.006,4.49930822879542
"1101",0,1000,250,9,0.9,1,1,1,1.83362781925824
"1102",0.3,1000,250,9,0.9,1,1,0.182,1.97993166089403
"1103",0.6,1000,250,9,0.9,1,1,0.05,1.79055082212181
"1104",0.9,1000,250,9,0.9,0.996,0.998,0.016,1.20532441082727
"1105",0,125,1250,9,0.9,0.198,0.196,0.13,164.123638988906
"1106",0.3,125,1250,9,0.9,0.11,0.114,0.006,147.120933556768
"1107",0.6,125,1250,9,0.9,0.106,0.094,0,110.475859440303
"1108",0.9,125,1250,9,0.9,0.046,0.044,0,41.3584184271219
"1109",0,250,1250,9,0.9,0.854,0.858,0.76,107.849530641861
"1110",0.3,250,1250,9,0.9,0.854,0.85,0.072,103.754746606633
"1111",0.6,250,1250,9,0.9,0.72,0.7,0.02,89.6419244579604
"1112",0.9,250,1250,9,0.9,0.368,0.356,0,42.0575441835281
"1113",0,500,1250,9,0.9,1,1,0.99,106.848250454566
"1114",0.3,500,1250,9,0.9,0.998,0.998,0.112,106.210232467636
"1115",0.6,500,1250,9,0.9,0.98,0.96,0.028,92.3736649168558
"1116",0.9,500,1250,9,0.9,0.732,0.698,0.002,42.1489109816541
"1117",0,1000,1250,9,0.9,1,1,1,105.388857704967
"1118",0.3,1000,1250,9,0.9,1,1,0.136,103.583701610476
"1119",0.6,1000,1250,9,0.9,0.998,0.984,0.05,85.335066685313
"1120",0.9,1000,1250,9,0.9,0.926,0.836,0.004,41.6028174815505
"1121",0,125,5000,9,0.9,0.016,0.016,0.018,856.004825276098
"1122",0.3,125,5000,9,0.9,0.01,0.01,0,694.294173363614
"1123",0.6,125,5000,9,0.9,0.006,0.006,0,476.67796537072
"1124",0.9,125,5000,9,0.9,0.002,0.002,0,150.704991446093
"1125",0,250,5000,9,0.9,0.616,0.614,0.596,464.220942683848
"1126",0.3,250,5000,9,0.9,0.59,0.58,0.042,429.909671238351
"1127",0.6,250,5000,9,0.9,0.454,0.448,0.01,346.757124571972
"1128",0.9,250,5000,9,0.9,0.22,0.216,0.008,148.071883353058
"1129",0,500,5000,9,0.9,0.956,0.958,0.94,417.614474772473
"1130",0.3,500,5000,9,0.9,0.938,0.938,0.076,425.21414862754
"1131",0.6,500,5000,9,0.9,0.876,0.874,0.016,354.036276602098
"1132",0.9,500,5000,9,0.9,0.604,0.6,0,160.126882110715
"1133",0,1000,5000,9,0.9,0.998,0.998,0.998,429.209533446413
"1134",0.3,1000,5000,9,0.9,0.998,0.998,0.124,431.716878973111
"1135",0.6,1000,5000,9,0.9,0.99,0.992,0.026,379.499001684121
"1136",0.9,1000,5000,9,0.9,0.85,0.822,0.004,179.175290593434
"1137",0,125,15000,9,0.9,0.002,0.002,0,2839.58394845284
"1138",0.3,125,15000,9,0.9,0,0,0,2208.96153021342
"1139",0.6,125,15000,9,0.9,0,0,0,1419.11867688295
"1140",0.9,125,15000,9,0.9,0,0,0,422.800171300053
"1141",0,250,15000,9,0.9,0.334,0.334,0.332,1586.94461722181
"1142",0.3,250,15000,9,0.9,0.3,0.298,0.008,1476.80953495346
"1143",0.6,250,15000,9,0.9,0.2,0.202,0,1103.67078809161
"1144",0.9,250,15000,9,0.9,0.096,0.094,0,421.738578783327
"1145",0,500,15000,9,0.9,0.898,0.898,0.88,1238.04014270577
"1146",0.3,500,15000,9,0.9,0.868,0.868,0.076,1199.7973305277
"1147",0.6,500,15000,9,0.9,0.81,0.802,0.02,989.41050878115
"1148",0.9,500,15000,9,0.9,0.506,0.504,0.006,435.956662748232
"1149",0,1000,15000,9,0.9,0.996,0.996,0.994,1253.09292690601
"1150",0.3,1000,15000,9,0.9,0.992,0.992,0.088,1235.65297218955
"1151",0.6,1000,15000,9,0.9,0.978,0.978,0.026,1079.55615387611
"1152",0.9,1000,15000,9,0.9,0.78,0.77,0.004,477.081731518861
"1153",0,125,250,12,0.9,0.422,0.418,0.098,25.5189972572427
"1154",0.3,125,250,12,0.9,0.35,0.34,0.002,24.6427931368486
"1155",0.6,125,250,12,0.9,0.256,0.254,0.006,19.4583867320077
"1156",0.9,125,250,12,0.9,0.132,0.114,0,8.18105544760175
"1157",0,250,250,12,0.9,0.996,0.996,0.794,19.2423791102193
"1158",0.3,250,250,12,0.9,0.978,0.964,0.06,19.1750709102638
"1159",0.6,250,250,12,0.9,0.878,0.826,0.012,16.1855360684227
"1160",0.9,250,250,12,0.9,0.502,0.51,0,7.01308598664132
"1161",0,500,250,12,0.9,1,1,0.996,10.9880854956974
"1162",0.3,500,250,12,0.9,1,1,0.1,11.1159482020778
"1163",0.6,500,250,12,0.9,0.988,0.988,0.03,10.2663583762738
"1164",0.9,500,250,12,0.9,0.776,0.784,0.008,4.97637533629391
"1165",0,1000,250,12,0.9,1,1,1,1.87560774673728
"1166",0.3,1000,250,12,0.9,1,1,0.122,2.0625881392331
"1167",0.6,1000,250,12,0.9,1,1,0.02,1.94650569263704
"1168",0.9,1000,250,12,0.9,0.972,0.976,0.006,1.24912299170293
"1169",0,125,1250,12,0.9,0.012,0.01,0.01,225.895248137716
"1170",0.3,125,1250,12,0.9,0.006,0.004,0,188.140916469287
"1171",0.6,125,1250,12,0.9,0,0,0,133.624961577036
"1172",0.9,125,1250,12,0.9,0.002,0.002,0,44.3915094669597
"1173",0,250,1250,12,0.9,0.562,0.568,0.394,116.995053890061
"1174",0.3,250,1250,12,0.9,0.5,0.494,0.02,118.044961348218
